id,drugName,condition,review,rating,date,usefulCount
9061,Cefuroxime,Sinusitis,"""Have suffered from allergies and 2 to 4 sinus infections yearly for most of my life.
Have tried many antibiotics,  but Ceftin works the best with the least side effects. I agree with other comments. After only 2 doses of a 10 day course I already felt 50% better. I am an RN and I have seen Zpak and Augmentin fail people during sinusitis treatment. This drug is my go-to now. It truly cures the infection. I only get maybe one acute sinusitis per year now, thanks to this drug.""",10,15-Oct-16,31
137998,Ortho Evra,Birth Control,"""Been on Evra Patch for about 8 months now started with no periods at all first 2 - 3 months  now it seems to be getting heavier and lasting alot longer also I get freaky paranoid and bad anxiety just before my break and after. This doesn&#039;t help with my anxiety levels. Also I&#039;ve gained weigh and can&#039;t seem to shift it and constantly obsessing with food. I wanna eat all day!! Lol. Apart from those side effects the patch works for me I keep note in my Diary on when to change patch is really much easier than having to take a pill every day!""",7,16-Nov-15,1
45774,Fluoxetine,Panic Disorde,"""I had mild panic attack ,doctor gave me 1/4 klonopin and after 1 month he prescribe paroxitine ,i just eat  half paroxitine 20 mg for 3 days but it make me so nervous so i stop it,then doctor gave me fluoxetine 20 mg plus alparozolam.i get really addicted to klonopin

 could not go out with out that ,but finally after starting alparzolam  ,i stop klonopin. 
Al thought i just eat fluoxetine for 4 days but could Not sleep,mild headache,insomnia,nausea,the worst one nervous feeling which kill meeeeeeee.it was one of the worse thing happen in my life,stop the pill after 4 days ,i feel pain in all over my body,i am on alprazopam 0/25,today i feel better less nervous ,but i don&#039;t know how long fluoxetine will stay in my body""",3,19-Jul-11,3
7953,Xanax,Anxiety,"""I am a 33 year old mother of 4 and suffered from depression and very bad anxiety for 5 years. Been in hospital 11 times, the longest 6 months. They filled me with all sorts of medicines at some points. I was so out of it but then a new doctor I met gave me Xanax along with some other antidepressants and I am doing fine and living a normal life. I think these are great.""",9,"April 27, 2012",32
92592,Ondansetron,Gastroenteritis,"""I was in the hospital for intense vomiting and stomach pain. They gave me this drug and I felt better within 2 minutes.""",10,"April 26, 2009",66
156591,Dulaglutide,"Diabetes, Type 2","""I started this 4wks ago.  I have lost weight and sugars are down.  The side effects are awful and almost unbearable.  I hate it.  I called the doctor and told her I have indigestion from hell gas, stomach bloating, explosive diaharra, nausea. She said to hang in there it will get better.  I took the last shot today and already feeling the side effects.  I want to know why the hell a company would make medicine like this.  I will never take this again.  Very displeased""",1,18-May-17,12
25584,Supartz,Osteoarthritis,"""2nd injection in my knees and feel 35% less pain 
but I am sooo I&#039;ll
inj in both knees each friday, by Saturday 5pm I have outrageous headache nausea
dizziness. 
Very tough thru the night vomitting.
my stomach Hurts. 
Continues all sunday and monday till around 1pm

Two weeks in a row now and missed work because of it..not sure if I can continue injections""",3,"April 4, 2016",20
87535,Naproxen,Period Pain,"""Suffered severe period pain doctor put me on naproxen in 2 months have no pain and no period flow it&#039;s basically stopped but side effects I got itchy hives but it&#039;s great..but doctor says pain is fibroids that have to come out I wanted to stay on naproxen but she said it&#039;s only a solution not the end result....""",7,19-Oct-15,9
53673,Alesse,Birth Control,"""I use Alesse and it works in that I have not gotten pregnant and that it drastically lightens my periods.  The bad thing is that ever since I started taking it 3 years ago I&#039;ve been tired all of the time.  Morning, noon and night!  It&#039;s getting worse so I&#039;m going to stop taking this pill.  I want my life back.""",6,18-Aug-09,15
24171,Tretinoin,Acne,"""Tretinoin cream usp 0.025 works amazing!!! I&#039;ve tried everything, and this is the only product that worked for me. After you make it through the first month of using this product for the first time, you will see a huge improvement! My face hasn&#039;t been this clear in awhile.""",10,06-Oct-15,16
97320,Ambien,Insomnia,"""I have a friend who had taken ambien for years without any problems. For whatever reason he had an episode where he took his pill and then remembers nothing until he was at the police station. He had drank three beers (which he only knows because that&#039;s all that was in his frig) then proceded to drive (!!) and ended up crashing into another parked car. This is scarey stuff, eh? It works wonderfully, but I surely wouldn&#039;t want to have a blackout and end up driving. Is there any class action suit against this drug? I&#039;ve heard of the other stories -- walking naked in the winter cold, eating while sleeping, and then my friend&#039;s experience.""",6,04-Oct-09,35
100825,Orlistat,Obesity,"""These pills are amazing!

I&#039;ve been on them for 3 days and I&#039;ve lost 7lbs already. My start weight was high - 18.5st :(

Only 2 side effects for me, feeling thirsty more often and one urgent trip to the bathroom after salmon.""",9,18-Nov-15,35
219535,Microgestin Fe 1.5 / 30,Birth Control,"""I have been taking this for over 3 months. I have very light periods that only last a few days (which I love). I started taking this because I got back onto the Nuva ring after 3 years of using no method besides condoms. Although taken the ring in the past and loved it, it didn&#039;t work for my body this time and I ended up having an increased amount of breakthrough bleeding. So I asked my doctor for a low hormone bcp. I was skeptical at first because of my past experiences with the pill but I love it. My breasts and stomach feel sore and tender for most of the month, and sometimes I feel more tired than usual, but I love this pill and hope it works for you too!""",9,26-Jul-15,5
81176,Yaz,Birth Control,"""I hated being on Yaz. It caused me to gain a lot of weight, so much so and so quickly it actually scared me. I was incredibly depressed and sad all the time finding myself crying nearly every day whereas I am normally a person who almost never cries or gets overly emotional. I had difficulty breathing and felt like my chest was weighed down. Anxiety and panic attacks became my daily norm. Another strange thing was it gave me little red bumps all over my face that weren&#039;t acne but just texture. I have been off Yaz for a year now and I still have the red bumpy texture all of my face """,3,10-Aug-17,10
105726,Methylprednisolone,Inflammatory Conditions,"""I was just diagnosed with Achilles tendinitis. I was just prescribed Medrol, feeling a little better.""",7,13-Aug-14,22
182710,Cymbalta,Osteoarthritis,"""I started taking this med six days ago to treat neuropathy pain in my feet and lower legs. It, like gabapentin that I was taking before this, is giving me severe arthritis pain in my hands and knees, which I did not have before. I will discontinue the use today. It stopped the neuropathic pain but is crippling me in other ways. I will go back to treatments with NSAIDS and acetaminophen.""",3,02-Jul-17,8
109035,Nexplanon,Birth Control,"""I got nexplanon in Nov. 2016 I was 107lbs now in May 2017 I weigh 145lbs, I have not changed my eating habits from before nexplanon. I have tried cutting down on how much I eat and eating healthier and my weight hasn&#039;t gone down at all. I have had a period going on 4 months now with extremely painful cramping. Nexplanon is the worst birth control I have ever had.""",1,12-May-17,4
116614,Aspirin / carisoprodol,Muscle Pain,"""I took this drug, as per Dr instruction, off and on for a ten year period. Please be aware, it&#039;s a good drug, but NOT in combination with: other diazapams, extra strength (7.5 ) Vicodin, PercoDAN, etc. It&#039;s considered a &quot;triple threat, &quot; being found by the DEA to be a pathway to habituation and addiction. Suicides were above average for people taking these in combination. Just saying, it&#039;s excellent on its own.  I disagree with the DEA. Short-term use of this combination was extremely beneficial for me and I have, as well as, many friends and family, not found to be the case.""",7,11-Mar-16,0
217400,Clarithromycin,Pneumonia,"""Was really ill started off with temp of 39.5 all body aches and pains. Took paracetamol and nothing happened. Went A &amp; E the next day whom did chest X-ray and took bloods said got slight infection but couldn&#039;t hear anything on my lungs so gave me iv paracetamol and fluids and sent home with amoxicillin 1 to be taken 3 times a day. After two days was still the same temp aches and pains etc. Went see my own GP whom heard crackling on lungs straight away and said suspects pneumonia and couldn&#039;t understand why the hospital didn&#039;t. He gave me clarithromycin 500mg twice a day. After taking the first one within one hour temp had gone and I was feeling a lot better. Had a bitter taste in mouth but didn&#039;t last long. These are the best antibiotics.""",10,10-Feb-16,20
184770,Canagliflozin,"Diabetes, Type 2","""Took 100 mg Invokana for three weeks and blood sugar readings dropped dramatically even after reducing insulin dosage. Then feet started a &quot;burning&quot; feeling and shooting pains in my right foot. This persisted for 3 days and I decided I didn&#039;t want to think about potential lose of my feet. Life moves on with one less concern.""",6,11-Nov-17,0
203523,Nasonex,Allergic Rhinitis,"""It works well without side effects.""",9,29-Aug-15,4
189422,Oxycodone,Pain,"""I agree with everyone.  This is the best pain medicine I have ever used.  I had Discitis which led to a Lumbar Lamenectomy and Multi Facet Joint Fusions.  I take 30mg every 4 hours.  It used to take the pain away every time but now it&#039;s not working too well.  I am going to see my Pain Management Doctor to ask for help. """,9,11-Mar-12,27
37359,Vyvanse,ADHD,"""I had my college finals coming up and I couldn&#039;t get myself to concentrate so I got my doctor to prescribe it for me. I was able to concentrate but the thing is, I have a lot of anxiety, and by taking these pills, it just makes everything much worse. I got really anxious and upset at the end of each exam, even if I knew I did well. I never had this type of behaviour before taking the pills.""",8,01-May-15,28
33815,Junel Fe 1 / 20,Birth Control,"""I was switched to this pill from LoLoestrin Fe after changing my health insurance that didn&#039;t cover LoLo. I loved Lolo as I didn&#039;t get any side effects. Even aware of the horrible ratings that I read about Junel fe I decided to give it a try, becasue hey, everybody is different. HORRIBLE PILL. From the moment I started taking it I felt dizzy, had cramps, anxiety, mood swings, loss of energy and worse of all, I was getting migraines like almost every day. I also started to gain weight and THE HORROR... ACNE TOO! I told my OBGYN and we are going to try other method. Pills like this should not be on the market PERIOD and insurance companies should  not just take the cheapest stuff that makes their subscribers PAYING THEM miserable.""",1,"April 8, 2017",6
60892,Kombiglyze XR,6</span> users found this comment helpful.,"""This medicine is great, our patients no longer have to worry about if they miss a dose because it&#039;s taken once a day.""",10,04-Oct-12,6
35380,Levofloxacin,Sinusitis,"""I am immunodeficient and need antibiotics often. My doctors try to stay with the older generations of antibiotics for a lot of things, plus I&#039;m allergic to a lot of them now; and Levaquin is prescribed for when I am having acute issues like sinus infection and it does work very well. I have never had any of the bad side effects from it other than feeling a bit out of sorts, maybe an upset stomach, but I&#039;m also sick while taking it so I would feel &quot;off&quot; regardless. Unfortunately (because it&#039;s a fairly expensive antibiotic) it has over the last years worked quite well, even with me.""",10,09-Jan-11,42
159532,Pegfilgrastim,Neutropenia Associated with Chemotherapy,"""Pain Level (1-10) Used after NHL Follicular, Stage 3A Retuximab   other treatment (2 day sessions)  Completed 1 of 6 treatments. 
Day1: Auto Body Injector set catheter (1), Injection started 27hrs later for 45 min (0). Removed ABI module 15 min after &quot;EMPTY&quot; (6).  Waves of bone pain the following day from hips and sternum (5). These hit for 2-5 seconds every 2 to 10 minutes.  Next day same as previous but pain level down to (2).  Next day minor annoyance, fully functional pain level from same places (1).  Also on this day I felt the need to eat normally again.""",8,20-Jan-16,13
139178,Phentermine,Weight Loss,"""This drug is amazing. I lost 20lbs in 2 months.""",10,09-Sep-08,50
129061,Levonorgestrel,Emergency Contraception,"""I took Plan B after a... mishap. I was a little nervous, since I had never taken hormonal birth control. I had a slight bit of nausea, tiredness, and dizziness shortly after taking the pill, but no other side effects. I got my period about a week later, so it worked. It wasn&#039;t heavier or more painful than normal.""",10,12-Nov-15,13
32615,Lisinopril,High Blood Pressure,"""This is a good medicine.""",10,09-Sep-09,13
58718,Azelaic acid,Rosacea,"""This review is for Finacea Foam.  I visited a Dermatologist and discovered I have Rosacea.  She prescribed Finacea Foam and gave me a small booklet to read.  In the middle of the booklet it was mentioned that it is important to throw out anything left over 8 weeks after opening.   Reason not given....wasteful for something that costs close to $300.  I wasn&#039;t concerned about any redness in my skin, as it wasn&#039;t bad, but I was assured it would take care of the pimple-like bumps that had persisted for years.  I tried it for two weeks and there was no improvement.....just got a little worse.  It also dried out my skin, so had to use extra moisturizers. No terrible side effects, so rating it a 2.  Wish I&#039;d been able to get a sample to try out.""",2,27-Nov-16,6
148790,Mirena,Birth Control,"""I have had my iud inserted February of 2014, now, more than 2 years later I have had it removed today, finally.

This birth control has been so horrible for me, so horrible that even if I got offered a million pounds I would still not get that thing anywhere near me again.

The first 6 months was okay, I expected it to be uncomfertable and maybe a little painfull but 2 years later the pain only got worse.
I took this because I had very painfull and heavy periods, also I kept forgetting the pill.
My periods have been super heavy, really painfull and irregular.
This is not even the only thing, ever since I have this thing I have had chronic thrush infections and so much discharge that I did not dare to go outside because I was scared.""",1,04-May-16,2
203871,Suvorexant,Insomnia,"""After the arduous task of getting pre-authorization for this drug, I paid $60 and it is not helping. I suffer from chronic insomnia and was looking for something to help me sleep more soundly and to wake up restored. Ambien and Trazadone where my go to combo and worked well for me aside from the restorative part. Hence, the move to Belsomra. I started with 10mg  and it did nothing. Then I tried 20mg and it did assist with falling asleep eventually (at least 2 hours), but not staying asleep. I sleep off and on with this stuff and the dreams are pretty consistent, definitely not REM sleep. To anyone thinking of trying this drug, I&#039;d say save your money and keep looking.""",1,18-Feb-16,16
212539,Lysine,"Herpes Simplex, Suppression","""Works incredibly well as prevention with 1g per day for oral herpes, then during occasional (and I mean years between last and current) up to 4g, and it disappears inside of a week.

I managed to transfer my cold sore the genital area and IT doesn&#039;t work as well there, but still aids an outbreak that can often take weeks to disperse.

Get the bulk powder, instead of tablets. The cost is greatly reduced, and you need only mix it with a splash of juice to drink it.""",8,22-Sep-17,6
177996,Duloxetine,Pain,"""I&#039;ve had lower back pain for over a year and several doctors later, I was put on Cymbalta.  I could not handle the side effects.  I was having horrible dreams, sweats, felt nauseated, shakes, and felt really out of it with dizziness and confusion.  This was a 30 mg dose, I&#039;m not on any other medicines.""",1,"April 24, 2012",32
154285,Nexium,GERD,"""I originally took this for three months a year ago.  It worked great during the time with minimal side effects.  Went off of it with no problem and had no heartburn for quite a long time.  When I had an acid reflux episode last fall, I took it for about a week, where all these weird side effects happened.  Developed lower right back pain, joints kept cracking when moving, and the occasional stomach pain in the lower left abdomen.  Am disappointed since it was the only thing that really helped my reflux.""",6,25-Jan-10,22
33923,Junel Fe 1 / 20,Menstrual Disorders,"""I have severe dysmenorrhea which is painful periods. I cramp terribly to where I can barely walk. I was allergic to my last pill so I had to switch. At first Junel was great. But then I noticed I went from 164 to 174. But during that time I bled for 15 days then not at all the next month. Severe cramping. Depression. Mood swings. Migraines where I can&#039;t be around light it sound. As well as acne on my jaw line and clusters. I never get acne. Now I weigh 187. 23 pounds I gained. I&#039;m a D1 athlete so it&#039;s not like I&#039;m lazy. I wanted to switch but my doctors nurse practitioner said to stay on it. Best believe I&#039;m switching ASAP.""",2,03-Jun-15,5
61402,Citalopram,Anxiety and Stress,"""I have been taking this medication since I was 19 due to panic attacks, anxiety &amp; dissociation that came from my brother being diagnosed with a terrible mental health disorder. Since taking it, It&#039;s worked like a charm, I&#039;m now 25 and am still on the medication. This SSRI is so mild and gentle &amp; I have 0 side effects. Please try this medication! My panic attacks are gone, my anxiety is minimal and my dissociation has disappeared. Please don&#039;t be ashamed to take something your brain may need. I&#039;m now a Registered Nurse &amp; I&#039;m so calm and happy and have my life back from anxiety and panic. Please give this a try! Oh and I&#039;m currently on 20mg. Also, remember there is always hope. Praying for everyone who reads this.""",10,29-Jul-17,206
221103,Drysol,Hyperhidrosis,"""When I was in middle school I started experiencing hyperhydrosis of the underarms. I don&#039;t remember how I first came across Drysol, but it made such a huge difference in my life! I could wear ANY SHIRT I wanted! It definitely caused some itching/stinging of the underarm area if I applied it within 24 hours of shaving, so follow the directions. The day after the first use, my underarms were 100% sweat free. I used it for three consecutive nights, and after that I only needed to re-apply once a week, and eventually once a month, and so on. Today, I haven&#039;t used it in at least 8 years but I still don&#039;t have any underarm sweat. It basically deleted my axillary sweat glands. Hallelujah.""",10,09-May-16,14
30750,Miconazole,Vaginal Yeast Infection,"""So, I tried a store brand this time, and I am doing horribly. If I only had a yeast infection caused by antibiotics before, now I am miserable, itching like crazy, burning like hell, and short of sleep. I used the one day kind on Friday evening, and today is Monday evening with worse than ever itching and burning. I could barely sit at work today, and I hurt when I have to wipe myself after going to the bathroom. The skin looks raw all the way up to my butt. Are they trying to kill us?""",1,08-Aug-17,4
209020,Corticotropin,Multiple Sclerosis,"""I&#039;ve been on acthar gel injections now for 2 days and have 3 more to go. So far I have noticed no difference in anything. My balance is horrible still, I&#039;m dizzy, electric shock down my neck back and arms, and eyes messing up, also still having bladder issues. I&#039;ve been on iv steroids which did little to help, 2 rounds of steroids in the pill form which finally got my right hand feeling somewhat decent, so this is my 4th try to get back to feeling decent since early to mid August.  Really hoping this does something and it&#039;s not permanent damage. I pray to god my kids never get this!""",1,03-Oct-15,3
80264,Benzonatate,Cough,"""Wonderful med! Severe dry cough that got worse. Had a coughing fit that lasted for 6 hours and scared the life out of me. Kaiser prescribed. Took about an hour for coughing to calm down after taking. First night I coughed quite a bit but on the next 100 mg dose cough got better. Do not be discouraged if it does not work right away. Give it a few doses. I also added a humidifier to my bedroom and my coughs were more productive. That coupled with this medicine and I am happy to report after 4 days I am much better. This medicine is my savior. I was up 5 nights straight coughing before I took this.""",10,17-Dec-15,10
210901,Mirtazapine,Depression,"""I was prescribed this med during a stay in the Psychiatric ward at a hospital. I am 64 and was admitted because of suicidal thoughts. The drug side effects were very minor and the benefits and improvement to my wellbeing were significant and positive.""",10,02-Feb-16,44
28121,Lexapro,Generalized Anxiety Disorde,"""I recently had an episode where my anxiety problem showed itself. I was hesitant to seek medical help or take any prescriptions. I am now very happy that I did. The medication settles me down and takes the edge off. I have not experienced any side effects. Actually, I don&#039;t even notice the meds doing anything. So I stopped for two days. That was a mistake. I quickly got really irritable and started experiencing anxiety by the end of the second day. So I started up again and it immediately went away. I hadn&#039;t realized that for most of my life, anxiety was getting in the way of thinking clearly. Now I&#039;m a believer.""",10,18-Sep-15,77
66762,Seroquel,24</span> users found this comment helpful.,"""I&#039;ve been taking this since January 2013 for depression and insomnia it has worked wonders. Except for the weight gain factor. You feel the need to snack all the time which has caused me to develop bulimia. I have a past of anorexia and literally everyone in my immediate family has had eating disorders. I wouldn&#039;t recommend this to someone terrified of weight gain. Other than that. It&#039;s great.""",9,19-Sep-13,24
98350,Nexplanon,Birth Control,"""I&#039;ve had the Nexplanon for 2 years. I had my period for a couple months and then nothing since. No cramping or spotting. I do have close to zero libido which I actually don&#039;t mind but obviously may be an issue for others.  Overall I&#039;m satisfied with it.""",9,"April 23, 2015",5
189698,Oxycodone,Pain,"""I had a fatal accident 12 months ago a, broke both pelvis, multiple ribs, fractured ankle and many more fractures in my body. I use this medicine for the pain and it is 100% effective.""",10,08-Jul-09,42
56849,Meclizine,Vertig,"""I have inner ear damage because of shingles and the medicine has always helped when vertigo has suddenly been a problem. A little drowsiness, but even that disappears within twenty minutes. VERY effective.""",9,22-Jul-09,46
162715,Cefdinir,Sinusitis,"""I have had a sinus infection and ear infection for months on end. I was prescribed this and had been suffering severe constipation before. No more constipation, I have to take it easy because exertion makes the digestive issues worse but I understand the need to cleanse the system and for some that is diarrhea and vomit. Those that have allergic reactions I&#039;m sorry but it isn&#039;t a reason to take it off the market, allergic reactions to meds should always be looked at. I&#039;m hoping this will finally get rid of my infections can&#039;t smell and have loss of hearing. It sucks.""",10,04-Nov-17,0
218532,Tri-Sprintec,Birth Control,"""I started this medication when I was 15 because I had extremely painful, irregular, and stressful periods. I never knew when it would start or end, and I almost always had to miss at least one day of school per period. It sucked.
When I started this medication, I did notice some spotting for the first month of use. I then had my period and I never spotted again! 
It&#039;s been three years since I started this medication, and I&#039;ve only gained 5 pounds in that time, so I&#039;m assuming it&#039;s unrelated to the medication. I have not noticed any cravings, mood changes, or acne while on this medication.""",10,08-Aug-17,2
106428,Implanon,Birth Control,"""I&#039;m reaching the end of my first Implanon stint. I&#039;ve had it for nearly three years now and it&#039;s been interesting. Before I was on the pill and never had any side effects so I thought I wouldn&#039;t have any with this one. 
Getting it put in hurt like hell. Some people didn&#039;t bruise apparently, my arm looked like it had been broken. It was black and blue and sore for about two weeks. After that my periods became less and less frequent. I&#039;ve always been irregular so that was fine and for the second year that I had the implant I barely had a period. Maybe one or two days every few months. 
Now on the third year I&#039;m find that the bleeding is very minimal but almost constant. Every time I have sex my period will start up and last for about a week.""",7,02-May-16,8
61511,Citalopram,Depression,"""Gave these a try to help with Anxiety and depression, had lots of side affects I&#039;m on 10 mg a day. I won&#039;t be taking more.  I have had headache&#039;s sleepiness, upset stomach and my anxiety has got worse. 
 I took them for over two weeks now but can&#039;t deal with side effects anymore.""",1,13-May-17,8
101714,Methocarbamol,Muscle Spasm,"""I didn&#039;t felt any better after I took it.""",1,11-Nov-15,4
96811,Ambien,Insomnia,"""I was prescribed Ambien, then later Ambien CR, for several years for insomnia.  Wow!  Just like I&#039;d heard about -- take the pill and 20 minutes later I was out.  Didn&#039;t really experience &quot;hangover&quot; the next day, but then I allowed myself 7 +/- hours of sleep.  Then, it happened:  woke up one morning and my kitchen was somewhat of a mess but I didn&#039;t remember being up or making tuna salad on toast.  That happened a few more times before I weaned myself off Ambien.  Haven&#039;t had a good night&#039;s sleep since.  I&#039;ve been prescribed a few different sleep meds but haven&#039;t had any success.  Tried OTC diphenhydramine (Benadryl, Motrin PM) with Melatonin and began not remembering simple words, appointments, etc.""",8,21-Nov-16,25
51100,Azithromycin,Bronchitis,"""It&#039;s a great medicine but the side effects is as bad as the illness. Muscle ache, diarrhea and insomnia. All of this by day 3. However my chest feels a lot better.""",8,28-Jul-16,9
218632,Tri-Sprintec,Birth Control,"""I had been taking ortho tri cyclen lo but had to switch to this generic tri lo sprintec. I started it on vacation with my fianc&eacute; in Hawaii and it made me SO moody, irritable, angry, and crazy! Not much can ruin a vaca in Hawaii, but it definitely caused me to start a lot of fights with my s/o. Seriously, these side effects are so real. I&#039;m sure it affects everyone differently, but I&#039;m switching right away. That&#039;s the first thing my fianc&eacute; said to me too- caused me to not act my normal self, cry about everything and make everything a difficult situation. Such a terrible experience. No babies though..""",1,03-May-16,3
13171,Sinemet,Restless Legs Syndrome,"""I have been using carbi now for several years and it is a great drug. But I have a problem in the summers. When it gets hot I start getting High Uric acid (gout). I would like to know if any one else has this problem. And if so what did you do. What did your Dr do? """,7,30-Aug-15,12
164009,Fluorouracil,Actinic Keratosis,"""Used it for 4 days and no results whatsoever. Typical 5%  Fluorouracil Cremes show at least redness. Tolak has shown none. More so, the formulation of it is horrible in that there are little white clumps Right out of the tube that make application difficult. The manufacturer offers hugely discounted coupons. You&#039;re better off buying the generic for better results.""",3,06-Jan-17,7
38813,Esomeprazole,GERD,"""I&#039;ve been taking Nexium for about 18 years now. I suffered bad heartburn/reflux etc,, that was partly to do with &#039;trigger&#039; foods I ate. Over the years I learned to avoid those foods, &amp; I started on Nexium. This medicine reduced my severe heartburn/reflux from maybe each second night when I wasn&#039;t taking it, to only about 2 times a month when I was taking it, so overall, over 18 years, Nexium made a huge difference to my life. From having to sit upright till 4am in bed till the pain went away &amp; I could finally lie down (without Nexium) to getting a good sleep most nights (with Nexium).
I do thoroughly recommend Nexium to anyone who can take it. Tip - AVOID Trigger foods! some are - chocolate, cream, oily foods, chickpeas, horseradish, mustard.""",9,28-Nov-14,76
134165,Prednisone,Asthma,"""I have Bipolar disorder &amp; was given this medication for an infection; 48 hours later I was manic, 72 hours later I became delusional and was experiencing psychosis, unable to identify family &amp; my home. It was very scary because it hit so quick &amp; I didn&#039;t know what was happening to me.  I am stable &amp; on regimented medication/lifestyle practices.

Found out those with Bipolar should always
try to shy from this RX &amp; other steroids.  Be careful if you have a mental illness, discuss other options with your doctor, please don&#039;t go through my very negative experience.""",1,"April 30, 2016",18
36834,Fentanyl,Pain,"""I have been using the Patch for more that 3 years. We have tried different doses for pain result.  I was up tp 200mg every 3 days. It worked wonders. I reduced my dosage to 1/2 and for years I&#039;ve been doing well. """,8,12-Aug-08,7
194727,Pseudoephedrine,Nasal Congestion,"""I have taken Sudafed (pseudoephedrine) for many years, and have found it to be the only OTC medicine that really dries up nasal congestion.  Nowadays, &quot;Sudafed,&quot; the brand name, is being sold with other ingredients, because pseudoephedrine can be used for illegal purposes in drug manufacture.  When buying it at the pharmacy counter, one must show ID, so their name can be entered on a registry; a person can&#039;t buy frequent or large quantities of the medication.

But if you get the real thing, it really works.""",8,25-Jun-17,4
161188,Risperidone,Autism,"""My son is who is 8 has been on this for over 2 years now.
After he started taking it his SEVERE behaviors decreased significantly.
He was able to sleep through the night and stopped having CONSTANT tantrums.
He still occasionally bangs his head, bite, pinch, kick and scratch himself and others but not nearly as often. The only negative things I can think of is the danger of the medication itself.
But for me the benefits definitely outweigh the risks...
For now anyway""",9,02-May-10,44
34471,Alpha 1-proteinase inhibitor,Alpha-1 Proteinase Inhibitor Deficiency,"""As far as a drug that needs to be infused, it is about as easy as it can be to do.""",10,15-Nov-08,11
165298,Phentermine / topiramate,Weight Loss,"""I have been on every diet known to man kind.  I have been told by my physician that if I don&#039;t do something, I am going to become diabetic.  I went to my doctor when I heard about this medication and was told he did not write diet pills.  He told me I needed to exercise more and eat better.  He said It would only give me temporary results.  However, after reading everything I could find on Qsymia, I found that it is indicated for long term use.  I figured I would have a better chance eating right if I weren&#039;t starving and battling cravings every time I tried.  I actually changed doctors because I felt my doctor was minimizing my issue.  He won&#039;t treat my obesity but he will let me become a diabetic! I have lost 17 lbs in 2 months.""",10,03-Mar-13,113
221053,Junel Fe 1.5 / 30,Birth Control,"""Horrible birth control experience! I do not recommend this method to anyone. I&#039;ve only been taking the pill for about a week and I&#039;ve been in the ER and urgent care for extreme chest/back pain and trouble breathing. My lung is now inflamed as a side effect of this pill (Junel Fe) This pill has effected my daily life and caused a lot of unexpected medical expenses. I am a very healthy 29 year old with no history of health problems. I do not smoke either. Very unfortunate situation. Please do your research before taking this pill.""",1,"April 6, 2017",4
148989,Mirena,Birth Control,"""I have tried the pill, the patch, nuvaring, patch and the depo shot. I have to say the IUD has been my favorite! I did like the depo a lot but I broke out with a lot of acne all over my face. I never had acne as a teenager so getting it as an adult was torture and humiliating. I had to see a dermatologist and get on accutane. I then got the IUD in May 2011. I was nervous after reading reviews but decided I&#039;d give it a shot anyway. Getting it inserted, I didn&#039;t realize how badly it hurt...after 30 days it felt great! I did have to get it trimmed once since my husband did hit it a few times. Other than that I highly recommend it. Best birth control I&#039;ve tried by far! Give it a chance :)""",9,02-Oct-15,12
215610,Copper,Birth Control,"""I would never recommended as a birth control. I got it in 2014 I just got to take it out today in 2017. For the past year-and-a-half I&#039;ve been so sick. I&#039;ve been seen special doctors got my gallbladder taken out, and been on many medications because they could never figure out what was truly wrong with me. I had cramping horribly bad and heavy  periods, nausea, vomiting, upset stomach. Always felt like I had morning sickness. Fatigue, brain fog. Finally I saw a link on a website saying how paragard has really bad side effects thank God I clicked on that. I have 85% of all side effects. Found out that the copper on this has been going to my bloodstream and I have what&#039;s called copper toxicity. Way too much copper in my body.""",1,27-Jun-17,6
116000,Divalproex sodium,Bipolar Disorde,"""Manic bi-polarism for 7  years.  Know I&#039;m a type &quot;A&quot; person,  Depokote, Effexer, zanix.  I come from the medical field, lab and had seen people come in for blood work on everything from lithium to thorazine.  I have (with M.D. agreement) backed down from 500mg ER Depokote, to 250mg ER every evening along with a sleeping pill. The sleeping pill is new, so next time I will give the name.  When &quot;they&quot; found me, I was so gone into what we call our &quot;BLACK HOLE&quot;. I truly have no idea what all they tried....BUT the Depakote, according to my wife (Nurse for 34 yrs)
was my marriage and life saver.""",7,20-Jun-12,48
212446,Lamotrigine,Bipolar Disorde,"""Simply put Lamictal saved my life and NO side effects either.""",10,16-Jan-09,73
115738,Pravastatin,High Cholesterol,"""I took this medicine for about 3 years. About 6 months ago, my dosage was increased from 20 mg to 40 mg. At first there were no problems. After a couple of months, I started having shortness of breath, chest pain, tremors, fatigue and vomiting. I went to the ER with chest pains and shortness of breath. They could find nothing wrong with my heart. I was sent to a cardiologist to have Holter monitoring, echocardiagram and stress test. Nothing. Had a pulmonary function test. Nothing. The pravastatin brought my cholesterol down to 177, so my doctor took me off of it to see if it made any difference with all my health problems. It did. Within 3 days I was starting to feel better. Within a week I was back to my old self again.""",5,29-Nov-11,283
220353,Amitriptyline,Anxiety and Stress,"""I&#039;ve only been taking this for a month. I got 25mg of amitriptyline at night. I have anxiety attacks and sometimes I shake, this hasn&#039;t been helping at all with that. I also have insomnia which is the only thing it&#039;s helped for. I actually sleep but it gives me dry mouth and once I woke up and everything was spinning for the whole day. """,4,13-Feb-14,62
